action,ball_col,ball_row,bar_col,label,prev_ball_col,prev_ball_row,prev_bar_col,time1,time2
1.0,9.0,5.0,5.0,1.0,9.0,4.0,4.0,55.2239999108,55.2276141299
1.0,9.0,6.0,6.0,1.0,9.0,5.0,5.0,56.3599999088,56.3621386555
0.0,9.0,7.0,6.0,0.0,9.0,6.0,6.0,57.6719999069,57.6782903844
1.0,9.0,8.0,7.0,1.0,9.0,7.0,6.0,58.871999905,58.8739608203
0.0,9.0,9.0,7.0,0.0,9.0,8.0,7.0,59.9119999032,59.9147611607
1.0,5.0,1.0,9.0,0.0,5.0,0.0,8.0,62.4879998991,62.4940715434
2.0,5.0,2.0,8.0,1.0,5.0,1.0,9.0,63.6719998971,63.6797860463
2.0,5.0,3.0,7.0,1.0,5.0,2.0,8.0,65.0319998949,65.0334321738
2.0,5.0,4.0,6.0,1.0,5.0,3.0,7.0,66.4399998926,66.4451890893
2.0,5.0,5.0,5.0,1.0,5.0,4.0,6.0,67.543999891,67.5471237102
0.0,5.0,6.0,5.0,1.0,5.0,5.0,5.0,68.735999889,68.7390411589
1.0,5.0,7.0,6.0,0.0,5.0,6.0,5.0,70.1359998868,70.1424072941
2.0,5.0,8.0,5.0,1.0,5.0,7.0,6.0,71.5919998842,71.5975379625
0.0,5.0,9.0,5.0,1.0,5.0,8.0,5.0,72.6159998826,72.6191884379
1.0,1.0,1.0,6.0,0.0,1.0,0.0,5.0,75.3999998781,75.4046987356
2.0,1.0,2.0,5.0,1.0,1.0,1.0,6.0,76.8959998759,76.8978977178
2.0,1.0,3.0,4.0,1.0,1.0,2.0,5.0,78.2159998736,78.2228528475
2.0,1.0,4.0,3.0,1.0,1.0,3.0,4.0,79.2479998718,79.2550455923
1.0,1.0,5.0,4.0,0.0,1.0,4.0,3.0,80.4319998701,80.4340937114
2.0,1.0,6.0,3.0,1.0,1.0,5.0,4.0,81.5519998681,81.5527473399
2.0,1.0,7.0,2.0,1.0,1.0,6.0,3.0,82.7519998662,82.7530639214
2.0,1.0,8.0,1.0,1.0,1.0,7.0,2.0,83.9919998643,83.9984162136
1.0,1.0,9.0,2.0,0.0,1.0,8.0,1.0,85.3919998619,85.3983253988
1.0,9.0,1.0,2.0,1.0,9.0,0.0,1.0,87.9519998578,87.9567536551
2.0,9.0,2.0,1.0,0.0,9.0,1.0,2.0,89.4239998555,89.4288910714
1.0,9.0,3.0,2.0,1.0,9.0,2.0,1.0,90.5039998537,90.5065826927
1.0,9.0,4.0,3.0,1.0,9.0,3.0,2.0,91.9839998514,91.9881263915
1.0,9.0,5.0,4.0,1.0,9.0,4.0,3.0,93.463999849,93.4715902517
1.0,9.0,6.0,5.0,1.0,9.0,5.0,4.0,94.9119998466,94.9174336998
1.0,9.0,7.0,6.0,1.0,9.0,6.0,5.0,96.0479998449,96.0517254383
2.0,9.0,8.0,5.0,0.0,9.0,7.0,6.0,97.2319998429,97.2388546225
1.0,9.0,9.0,6.0,1.0,9.0,8.0,5.0,98.4879998409,98.4905349312
2.0,4.0,1.0,6.0,1.0,4.0,0.0,7.0,101.2959998364,101.3030106314
2.0,4.0,2.0,5.0,1.0,4.0,1.0,6.0,102.3599998348,102.3606347966
2.0,4.0,3.0,4.0,1.0,4.0,2.0,5.0,103.5039998328,103.5073476974
0.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,104.8719998305,104.8797050042
0.0,4.0,5.0,4.0,1.0,4.0,4.0,4.0,106.1599998286,106.1640255381
1.0,4.0,6.0,5.0,0.0,4.0,5.0,4.0,107.6639998259,107.6653743018
2.0,4.0,7.0,4.0,1.0,4.0,6.0,5.0,108.7119998243,108.7155918658
0.0,4.0,8.0,4.0,1.0,4.0,7.0,4.0,109.9519998224,109.9561138817
0.0,4.0,9.0,4.0,1.0,4.0,8.0,4.0,110.9919998206,110.9972908203
0.0,4.0,1.0,4.0,1.0,4.0,0.0,4.0,113.327999817,113.3342380591
0.0,4.0,2.0,4.0,1.0,4.0,1.0,4.0,114.5439998151,114.5511707109
0.0,4.0,3.0,4.0,1.0,4.0,2.0,4.0,115.5839998133,115.5904604464
0.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,116.7439998114,116.7470890067
0.0,4.0,5.0,4.0,1.0,4.0,4.0,4.0,118.2319998092,118.2394005593
2.0,4.0,6.0,3.0,0.0,4.0,5.0,4.0,119.2479998074,119.253864693
1.0,4.0,7.0,4.0,1.0,4.0,6.0,3.0,120.4799998053,120.4833902449
0.0,4.0,8.0,4.0,1.0,4.0,7.0,4.0,121.5359998036,121.5373463708
0.0,4.0,9.0,4.0,1.0,4.0,8.0,4.0,122.5839998021,122.5904569835
1.0,7.0,1.0,5.0,1.0,7.0,0.0,4.0,125.1519997979,125.156280916
1.0,7.0,2.0,6.0,1.0,7.0,1.0,5.0,126.5919997955,126.5991088203
2.0,7.0,3.0,5.0,0.0,7.0,2.0,6.0,128.0719997932,128.0750590805
1.0,7.0,4.0,6.0,1.0,7.0,3.0,5.0,129.1439997915,129.1492173842
1.0,7.0,5.0,7.0,1.0,7.0,4.0,6.0,130.5039997892,130.5083537409
0.0,7.0,6.0,7.0,1.0,7.0,5.0,7.0,131.839999787,131.8457412436
0.0,7.0,7.0,7.0,1.0,7.0,6.0,7.0,133.0639997851,133.0674556934
0.0,7.0,8.0,7.0,1.0,7.0,7.0,7.0,134.1679997833,134.1692924781
0.0,7.0,9.0,7.0,1.0,7.0,8.0,7.0,135.5119997812,135.519721481
