action,ball_col,ball_row,bar_col,label,prev_ball_col,prev_ball_row,prev_bar_col,time1,time2
2.0,3.0,4.0,5.0,1.0,3.0,3.0,6.0,95.9439998451,95.9515137423
2.0,3.0,5.0,4.0,1.0,3.0,4.0,5.0,97.3759998428,97.3825325086
2.0,3.0,6.0,3.0,1.0,3.0,5.0,4.0,98.7839998405,98.7898699015
0.0,3.0,7.0,3.0,1.0,3.0,6.0,3.0,99.9999998384,100.0071576526
0.0,3.0,8.0,3.0,1.0,3.0,7.0,3.0,101.1999998365,101.2057380804
2.0,3.0,9.0,2.0,0.0,3.0,8.0,3.0,102.4879998346,102.491563281
1.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,104.8399998306,104.8458278284
2.0,0.0,2.0,3.0,1.0,0.0,1.0,4.0,105.9199998288,105.9207745816
1.0,0.0,3.0,4.0,0.0,0.0,2.0,3.0,107.4239998264,107.4293728243
2.0,0.0,4.0,3.0,1.0,0.0,3.0,4.0,108.6719998245,108.6798800721
2.0,0.0,5.0,2.0,1.0,0.0,4.0,3.0,109.8719998226,109.8774918374
2.0,0.0,6.0,1.0,1.0,0.0,5.0,2.0,111.0959998206,111.103804399
0.0,0.0,7.0,1.0,0.0,0.0,6.0,1.0,112.2879998186,112.2901717504
2.0,0.0,8.0,0.0,1.0,0.0,7.0,1.0,113.5919998165,113.5759697494
0.0,0.0,9.0,0.0,1.0,0.0,8.0,0.0,114.9359998144,114.9365901905
1.0,9.0,1.0,1.0,1.0,9.0,0.0,0.0,117.51999981,117.5217374691
1.0,9.0,2.0,2.0,1.0,9.0,1.0,1.0,118.5439998084,118.549385075
1.0,9.0,3.0,3.0,1.0,9.0,2.0,2.0,119.5599998068,119.5652973426
1.0,9.0,4.0,4.0,1.0,9.0,3.0,3.0,121.0159998045,121.0162134324
1.0,9.0,5.0,5.0,1.0,9.0,4.0,4.0,122.1439998026,122.1488271542
1.0,9.0,6.0,6.0,1.0,9.0,5.0,5.0,123.1999998009,123.2037115269
1.0,9.0,7.0,7.0,1.0,9.0,6.0,6.0,124.5439997988,124.550554194
2.0,9.0,8.0,6.0,0.0,9.0,7.0,7.0,125.7279997969,125.7319914156
1.0,9.0,9.0,7.0,1.0,9.0,8.0,6.0,126.9839997948,126.9862860588
2.0,2.0,1.0,6.0,1.0,2.0,0.0,7.0,129.6639997906,129.6705146767
2.0,2.0,2.0,5.0,1.0,2.0,1.0,6.0,131.1279997882,131.1306563125
2.0,2.0,3.0,4.0,1.0,2.0,2.0,5.0,132.1519997865,132.1562687857
2.0,2.0,4.0,3.0,1.0,2.0,3.0,4.0,133.5439997842,133.5464967631
0.0,2.0,5.0,3.0,0.0,2.0,4.0,3.0,134.7119997824,134.718636384
2.0,2.0,6.0,2.0,1.0,2.0,5.0,3.0,135.9439997803,135.9518463241
0.0,2.0,7.0,2.0,1.0,2.0,6.0,2.0,137.1359997785,137.1391155848
0.0,2.0,8.0,2.0,1.0,2.0,7.0,2.0,138.1519997767,138.1549366806
0.0,2.0,9.0,2.0,1.0,2.0,8.0,2.0,139.5679997746,139.5731039713
