action,ball_col,ball_row,bar_col,label,prev_ball_col,prev_ball_row,prev_bar_col,time1,time2
0.0,5.0,6.0,5.0,1.0,5.0,5.0,5.0,44.9599999273,44.9677271736
2.0,5.0,7.0,4.0,0.0,5.0,6.0,5.0,46.455999925,46.4575561173
1.0,5.0,8.0,5.0,1.0,5.0,7.0,4.0,47.7599999227,47.7618898589
0.0,5.0,9.0,5.0,1.0,5.0,8.0,5.0,48.9519999209,48.9552644023
2.0,1.0,1.0,4.0,1.0,1.0,0.0,5.0,51.5279999168,51.5340237562
2.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,52.7759999146,52.7770993179
2.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,53.9279999128,53.9314709443
2.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,55.2239999108,55.226295969
0.0,1.0,5.0,1.0,1.0,1.0,4.0,1.0,56.6319999085,56.636100071
0.0,1.0,6.0,1.0,1.0,1.0,5.0,1.0,57.7519999067,57.7543835728
0.0,1.0,7.0,1.0,1.0,1.0,6.0,1.0,59.2079999044,59.2130173333
0.0,1.0,8.0,1.0,1.0,1.0,7.0,1.0,60.6319999022,60.634717748
0.0,1.0,9.0,1.0,1.0,1.0,8.0,1.0,61.9519998999,61.9543796503
2.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,64.4639998958,64.4697276282
1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,65.7359998939,65.7436456336
2.0,2.0,3.0,0.0,0.0,2.0,2.0,1.0,66.9519998918,66.9543909987
1.0,2.0,4.0,1.0,1.0,2.0,3.0,0.0,67.9919998902,67.9973277114
0.0,2.0,5.0,1.0,0.0,2.0,4.0,1.0,69.0559998883,69.0633040238
1.0,2.0,6.0,2.0,1.0,2.0,5.0,1.0,70.3359998863,70.3404145914
0.0,2.0,7.0,2.0,1.0,2.0,6.0,2.0,71.5119998846,71.5179905724
0.0,2.0,8.0,2.0,1.0,2.0,7.0,2.0,72.9439998823,72.9446194812
0.0,2.0,9.0,2.0,1.0,2.0,8.0,2.0,74.0719998805,74.0746153709
1.0,3.0,1.0,3.0,1.0,3.0,0.0,2.0,76.4239998765,76.425582472
0.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,77.8799998742,77.8877750982
0.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,79.1919998722,79.192490926
1.0,3.0,4.0,4.0,0.0,3.0,3.0,3.0,80.39999987,80.4013364757
2.0,3.0,5.0,3.0,1.0,3.0,4.0,4.0,81.6879998681,81.6914613831
0.0,3.0,6.0,3.0,1.0,3.0,5.0,3.0,82.7599998664,82.7670157338
1.0,3.0,7.0,4.0,0.0,3.0,6.0,3.0,84.223999864,84.2267992299
2.0,3.0,8.0,3.0,1.0,3.0,7.0,4.0,85.4879998621,85.4936746194
0.0,3.0,9.0,3.0,1.0,3.0,8.0,3.0,86.9439998595,86.9510236357
2.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,89.4399998556,89.4438189073
2.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,90.9359998531,90.9420849828
2.0,0.0,3.0,0.0,1.0,0.0,2.0,1.0,92.4319998506,92.4347702179
0.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,93.551999849,93.5576153456
0.0,0.0,5.0,0.0,1.0,0.0,4.0,0.0,94.8639998466,94.8687995421
0.0,0.0,6.0,0.0,1.0,0.0,5.0,0.0,96.2479998446,96.2552202174
2.0,0.0,7.0,0.0,1.0,0.0,6.0,0.0,97.3359998427,97.3392175233
2.0,0.0,8.0,0.0,1.0,0.0,7.0,0.0,98.7519998404,98.7588735099
0.0,0.0,9.0,0.0,1.0,0.0,8.0,0.0,99.8479998386,99.8551503259
1.0,8.0,1.0,1.0,1.0,8.0,0.0,0.0,102.4079998345,102.4087415778
1.0,8.0,2.0,2.0,1.0,8.0,1.0,1.0,103.4319998329,103.4359413381
1.0,8.0,3.0,3.0,1.0,8.0,2.0,2.0,104.5679998312,104.574755281
1.0,8.0,4.0,4.0,1.0,8.0,3.0,3.0,105.7519998292,105.7599655895
1.0,8.0,5.0,5.0,1.0,8.0,4.0,4.0,107.047999827,107.0514071593
1.0,8.0,6.0,6.0,1.0,8.0,5.0,5.0,108.3039998249,108.3069449256
1.0,8.0,7.0,7.0,1.0,8.0,6.0,6.0,109.3439998233,109.3490496448
1.0,8.0,8.0,8.0,1.0,8.0,7.0,7.0,110.7679998211,110.7717648637
0.0,8.0,9.0,8.0,1.0,8.0,8.0,8.0,112.1439998187,112.1494232414
2.0,5.0,1.0,7.0,1.0,5.0,0.0,8.0,114.3919998154,114.3961176747
2.0,5.0,2.0,6.0,1.0,5.0,1.0,7.0,115.8799998127,115.8842373921
2.0,5.0,3.0,5.0,1.0,5.0,2.0,6.0,117.0239998109,117.027409828
0.0,5.0,4.0,5.0,1.0,5.0,3.0,5.0,118.263999809,118.2673494529
0.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,119.3839998073,119.3897322598
0.0,5.0,6.0,5.0,1.0,5.0,5.0,5.0,120.7119998049,120.7196390417
0.0,5.0,7.0,5.0,1.0,5.0,6.0,5.0,122.1279998026,122.1349424936
1.0,5.0,8.0,6.0,0.0,5.0,7.0,5.0,123.5519998004,123.5555538051
2.0,5.0,9.0,5.0,1.0,5.0,8.0,6.0,124.5679997988,124.572229102
1.0,9.0,1.0,6.0,1.0,9.0,0.0,5.0,126.6239997954,126.6250549417
1.0,9.0,2.0,7.0,1.0,9.0,1.0,6.0,127.8479997935,127.855657747
1.0,9.0,3.0,8.0,1.0,9.0,2.0,7.0,129.0239997916,129.029726024
1.0,9.0,4.0,9.0,1.0,9.0,3.0,8.0,130.1679997898,130.1728606268
0.0,9.0,5.0,9.0,1.0,9.0,4.0,9.0,131.4799997876,131.4852544866
0.0,9.0,6.0,9.0,1.0,9.0,5.0,9.0,132.8319997855,132.8334645117
0.0,9.0,7.0,9.0,1.0,9.0,6.0,9.0,133.9279997835,133.9295795485
0.0,9.0,8.0,9.0,1.0,9.0,7.0,9.0,135.0559997817,135.0637863602
1.0,9.0,9.0,9.0,1.0,9.0,8.0,9.0,136.2639997799,136.2674942841
