action,ball_col,ball_row,bar_col,label,prev_ball_col,prev_ball_row,prev_bar_col,time1,time2
0.0,7.0,4.0,7.0,1.0,7.0,3.0,7.0,41.0719999338,41.0766503313
0.0,7.0,5.0,7.0,1.0,7.0,4.0,7.0,42.5519999312,42.55535475
1.0,7.0,6.0,8.0,0.0,7.0,5.0,7.0,43.8959999292,43.9023993067
2.0,7.0,7.0,7.0,1.0,7.0,6.0,8.0,45.2639999269,45.2695285077
0.0,7.0,8.0,7.0,1.0,7.0,7.0,7.0,46.6319999245,46.6360358316
0.0,7.0,9.0,7.0,1.0,7.0,8.0,7.0,47.8079999227,47.8151723712
0.0,3.0,1.0,7.0,0.0,3.0,0.0,7.0,50.4319999185,50.4349786474
2.0,3.0,2.0,6.0,1.0,3.0,1.0,7.0,51.5759999168,51.5788012757
2.0,3.0,3.0,5.0,1.0,3.0,2.0,6.0,53.0799999144,53.0873691118
2.0,3.0,4.0,4.0,1.0,3.0,3.0,5.0,54.3839999123,54.3919824024
2.0,3.0,5.0,3.0,1.0,3.0,4.0,4.0,55.75199991,55.7537345679
2.0,3.0,6.0,2.0,0.0,3.0,5.0,3.0,57.2479999075,57.249956903
1.0,3.0,7.0,3.0,1.0,3.0,6.0,2.0,58.2719999058,58.2733007839
0.0,3.0,8.0,3.0,1.0,3.0,7.0,3.0,59.4799999041,59.4824523753
0.0,3.0,9.0,3.0,1.0,3.0,8.0,3.0,60.6319999022,60.6371373923
2.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,63.0879998982,63.0944938741
2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,64.3919998959,64.3998005816
0.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,65.4799998943,65.4852915902
2.0,1.0,4.0,0.0,0.0,1.0,3.0,1.0,66.5279998926,66.5356624981
1.0,1.0,5.0,1.0,1.0,1.0,4.0,0.0,67.9119998903,67.9168340268
0.0,1.0,6.0,1.0,1.0,1.0,5.0,1.0,69.1519998882,69.1589526986
0.0,1.0,7.0,1.0,1.0,1.0,6.0,1.0,70.4079998862,70.414360076
0.0,1.0,8.0,1.0,1.0,1.0,7.0,1.0,71.7599998841,71.762124286
2.0,1.0,9.0,0.0,0.0,1.0,8.0,1.0,73.2479998816,73.2541588459
1.0,7.0,1.0,2.0,1.0,7.0,0.0,1.0,75.7199998777,75.7230231431
1.0,7.0,2.0,3.0,1.0,7.0,1.0,2.0,76.7679998761,76.7751007047
1.0,7.0,3.0,4.0,1.0,7.0,2.0,3.0,77.7839998745,77.7882894969
1.0,7.0,4.0,5.0,1.0,7.0,3.0,4.0,78.9279998725,78.9282124375
0.0,7.0,5.0,5.0,0.0,7.0,4.0,5.0,80.2319998704,80.2398181658
1.0,7.0,6.0,6.0,1.0,7.0,5.0,5.0,81.4559998685,81.4619893273
1.0,7.0,7.0,7.0,1.0,7.0,6.0,6.0,82.7359998664,82.7381129316
2.0,7.0,8.0,6.0,0.0,7.0,7.0,7.0,83.8799998644,83.8829984604
1.0,7.0,9.0,7.0,1.0,7.0,8.0,6.0,84.9679998627,84.9729843028
2.0,0.0,1.0,6.0,1.0,0.0,0.0,7.0,87.7039998583,87.7055273198
2.0,0.0,2.0,5.0,1.0,0.0,1.0,6.0,88.9279998564,88.9304064126
2.0,0.0,3.0,4.0,1.0,0.0,2.0,5.0,89.9919998546,89.9977663776
2.0,0.0,4.0,3.0,1.0,0.0,3.0,4.0,91.2559998527,91.2635600341
2.0,0.0,5.0,2.0,1.0,0.0,4.0,3.0,92.6639998504,92.6652924565
2.0,0.0,6.0,1.0,1.0,0.0,5.0,2.0,94.0959998479,94.0978761893
2.0,0.0,7.0,0.0,1.0,0.0,6.0,1.0,95.2399998461,95.2471700206
0.0,0.0,8.0,0.0,1.0,0.0,7.0,0.0,96.5599998441,96.566541926
0.0,0.0,9.0,0.0,1.0,0.0,8.0,0.0,97.9439998418,97.9452390063
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.3999998379,100.4028729757
0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,101.8399998355,101.8443053758
0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,102.8959998339,102.8968888021
0.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,104.1119998319,104.1141126549
2.0,0.0,5.0,0.0,1.0,0.0,4.0,0.0,105.5599998296,105.5637084446
0.0,0.0,6.0,0.0,1.0,0.0,5.0,0.0,106.6239998278,106.6304107399
0.0,0.0,7.0,0.0,1.0,0.0,6.0,0.0,108.0719998253,108.0745151865
0.0,0.0,8.0,0.0,1.0,0.0,7.0,0.0,109.543999823,109.5509976293
0.0,0.0,9.0,0.0,1.0,0.0,8.0,0.0,110.9199998209,110.921572288
1.0,9.0,1.0,1.0,1.0,9.0,0.0,0.0,113.5759998164,113.5825666813
1.0,9.0,2.0,2.0,1.0,9.0,1.0,1.0,114.9599998142,114.9656551809
1.0,9.0,3.0,3.0,1.0,9.0,2.0,2.0,116.447999812,116.4515903608
1.0,9.0,4.0,4.0,1.0,9.0,3.0,3.0,117.7919998097,117.7992453249
1.0,9.0,5.0,5.0,1.0,9.0,4.0,4.0,118.9279998078,118.9315360188
1.0,9.0,6.0,6.0,1.0,9.0,5.0,5.0,120.1999998058,120.2017591954
1.0,9.0,7.0,7.0,1.0,9.0,6.0,6.0,121.4479998038,121.4495345806
1.0,9.0,8.0,8.0,1.0,9.0,7.0,7.0,122.4959998021,122.4965719986
1.0,9.0,9.0,9.0,1.0,9.0,8.0,8.0,123.8799997999,123.8818431343
0.0,9.0,1.0,9.0,1.0,9.0,0.0,9.0,126.6479997954,126.6551481916
0.0,9.0,2.0,9.0,1.0,9.0,1.0,9.0,127.8799997934,127.8811573221
0.0,9.0,3.0,9.0,1.0,9.0,2.0,9.0,129.359999791,129.3671342009
0.0,9.0,4.0,9.0,1.0,9.0,3.0,9.0,130.7039997887,130.7056126299
0.0,9.0,5.0,9.0,1.0,9.0,4.0,9.0,131.863999787,131.8644981387
1.0,9.0,6.0,9.0,1.0,9.0,5.0,9.0,132.9679997852,132.972807064
0.0,9.0,7.0,9.0,1.0,9.0,6.0,9.0,134.1679997833,134.1688859779
1.0,9.0,8.0,9.0,1.0,9.0,7.0,9.0,135.4079997814,135.4115495658
0.0,9.0,9.0,9.0,1.0,9.0,8.0,9.0,136.5119997794,136.519689373
